"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2006,"District of Columbia","Manufacturing",220,1755,137297968,1504,78232
2006,"District of Columbia","Trade, transportation, and utilities",2802,27524,1222333887,854,44410
2006,"District of Columbia","Information",906,22219,2039893803,1766,91810
2006,"District of Columbia","Financial activities",1950,26950,2751238341,1963,102088
2006,"District of Columbia","Professional and business services",8129,144118,12091463648,1613,83900
2006,"District of Columbia","Education and health services",2358,86729,4237067909,940,48854
2006,"District of Columbia","Leisure and hospitality",2143,54126,1601083566,569,29581
2006,"District of Columbia","Other services",7863,56496,3598595492,1225,63697
2006,"District of Columbia","Unclassified",4314,8203,504032041,1182,61445
2006,"Florida","Natural resources and mining",5204,97141,2349648938,465,24188
2006,"Florida","Construction",73813,634751,25863864197,784,40746
2006,"Florida","Manufacturing",16772,402317,18397875647,879,45730
2006,"Florida","Trade, transportation, and utilities",129386,1593327,56255659521,679,35307
2006,"Florida","Information",9766,167289,9202967948,1058,55012
2006,"Florida","Financial activities",70705,544294,29646695374,1047,54468
2006,"Florida","Professional and business services",121002,1347000,56142416019,802,41680
2006,"Florida","Education and health services",51885,939776,37414107012,766,39812
2006,"Florida","Leisure and hospitality",43675,904030,18132360366,386,20057
2006,"Florida","Other services",48167,248095,6696031738,519,26990
2006,"Florida","Unclassified",5864,9066,287431610,610,31706
2006,"Georgia","Natural resources and mining",2569,33050,1045411959,608,31631
2006,"Georgia","Construction",26312,218511,9142139382,805,41838
2006,"Georgia","Manufacturing",9991,447903,19774075051,849,44148
2006,"Georgia","Trade, transportation, and utilities",63200,862887,33166812380,739,38437
2006,"Georgia","Information",4199,115966,7971253525,1322,68738
2006,"Georgia","Financial activities",27043,227061,13694891920,1160,60314
2006,"Georgia","Professional and business services",46929,550357,26316872919,920,47818
2006,"Georgia","Education and health services",21239,414017,16544633588,768,39961
2006,"Georgia","Leisure and hospitality",19855,383810,6292846897,315,16396
2006,"Georgia","Other services",19359,98918,2760731882,537,27909
2006,"Georgia","Unclassified",12301,14698,685555796,897,46643
2006,"Hawaii","Natural resources and mining",450,7587,231625549,587,30528
2006,"Hawaii","Construction",3162,35723,2015478934,1085,56420
2006,"Hawaii","Manufacturing",1061,15149,541813184,688,35766
2006,"Hawaii","Trade, transportation, and utilities",7749,120758,3916825992,624,32435
2006,"Hawaii","Information",649,10706,568736824,1022,53122
2006,"Hawaii","Financial activities",3644,29922,1475452242,948,49310
2006,"Hawaii","Professional and business services",6430,78275,3179110430,781,40615
2006,"Hawaii","Education and health services",3927,69697,2719935475,750,39025
2006,"Hawaii","Leisure and hospitality",3915,107807,2643836529,472,24524
2006,"Hawaii","Other services",3636,24686,669846251,522,27135
2006,"Hawaii","Unclassified",397,205,10458670,979,50914
2006,"Idaho","Natural resources and mining",2174,24096,666109360,532,27644
2006,"Idaho","Construction",9469,52113,1751242034,646,33605
2006,"Idaho","Manufacturing",2261,65981,2986496772,870,45263
2006,"Idaho","Trade, transportation, and utilities",11618,126344,3812782505,580,30178
2006,"Idaho","Information",843,10592,404517890,734,38192
2006,"Idaho","Financial activities",5496,29828,1193327520,769,40007
2006,"Idaho","Professional and business services",8111,81598,3202447959,755,39247
2006,"Idaho","Education and health services",4645,66979,2144616505,616,32019
2006,"Idaho","Leisure and hospitality",4003,59727,750098827,242,12559
2006,"Idaho","Other services",3236,15628,352176241,433,22535
2006,"Idaho","Unclassified",41,44,2640306,1145,59556
2006,"Illinois","Natural resources and mining",2232,25835,1019030791,759,39444
2006,"Illinois","Construction",38100,275205,15205193940,1063,55250
2006,"Illinois","Manufacturing",19062,682715,35887254776,1011,52566
2006,"Illinois","Trade, transportation, and utilities",78853,1181726,47111274670,767,39867
2006,"Illinois","Information",6406,116813,7148053956,1177,61192
2006,"Illinois","Financial activities",34280,399344,30061065846,1448,75276
2006,"Illinois","Professional and business services",66211,855136,48177419540,1083,56339
2006,"Illinois","Education and health services",29789,750330,29796814131,764,39712
2006,"Illinois","Leisure and hospitality",28776,522867,9214546860,339,17623
2006,"Illinois","Other services",30720,195835,6046278188,594,30874
2006,"Illinois","Unclassified",6558,7045,284203117,776,40341
2006,"Indiana","Natural resources and mining",1637,18788,692374262,709,36852
2006,"Indiana","Construction",17370,150648,6344708473,810,42116
2006,"Indiana","Manufacturing",9060,565032,28223787583,961,49951
2006,"Indiana","Trade, transportation, and utilities",39834,578299,18499250868,615,31989
2006,"Indiana","Information",2115,39875,1781791359,859,44684
2006,"Indiana","Financial activities",15575,136601,6306119419,888,46165
2006,"Indiana","Professional and business services",23246,279986,10419616429,716,37215
2006,"Indiana","Education and health services",13446,359759,12955976497,693,36013
2006,"Indiana","Leisure and hospitality",13509,280923,4073448189,279,14500
2006,"Indiana","Other services",12653,83846,2011451975,461,23990
2006,"Indiana","Unclassified",2172,635,17308554,525,27275
2006,"Iowa","Natural resources and mining",1789,16294,472822070,558,29019
2006,"Iowa","Construction",9315,74412,3024324101,782,40643
2006,"Iowa","Manufacturing",4227,231162,10252901161,853,44354
2006,"Iowa","Trade, transportation, and utilities",24620,305731,9105302899,573,29782
2006,"Iowa","Information",1761,32965,1383544034,807,41970
2006,"Iowa","Financial activities",9484,100719,5080399244,970,50441
2006,"Iowa","Professional and business services",11891,116974,4097400153,674,35028
2006,"Iowa","Education and health services",8314,187376,6070257450,623,32396
2006,"Iowa","Leisure and hospitality",8180,134072,1595273522,229,11899
2006,"Iowa","Other services",7443,40631,940783967,445,23154
2006,"Kansas","Natural resources and mining",2033,18260,697565159,735,38202
2006,"Kansas","Construction",8376,64867,2545112555,755,39236
2006,"Kansas","Manufacturing",3355,182714,8693047640,915,47577
2006,"Kansas","Trade, transportation, and utilities",20538,256056,8305245590,624,32435
2006,"Kansas","Information",1403,39382,2354914769,1150,59797
2006,"Kansas","Financial activities",8890,71826,3311165240,887,46100
2006,"Kansas","Professional and business services",13121,139661,5717335662,787,40937
2006,"Kansas","Education and health services",6990,161184,5380211480,642,33379
2006,"Kansas","Leisure and hospitality",6109,115277,1430739486,239,12411
2006,"Kansas","Other services",7748,36704,875940648,459,23865
2006,"Kansas","Unclassified",3,21,924933,854,44397
2006,"Kentucky","Natural resources and mining",1694,30094,1468270440,938,48789
2006,"Kentucky","Construction",11308,83184,3103802831,718,37313
2006,"Kentucky","Manufacturing",4679,260876,11855621081,874,45445
2006,"Kentucky","Trade, transportation, and utilities",28811,375694,12166011381,623,32383
2006,"Kentucky","Information",1661,29707,1202164503,778,40467
2006,"Kentucky","Financial activities",10536,89973,4112657925,879,45710
2006,"Kentucky","Professional and business services",15995,178880,6580541455,707,36788
2006,"Kentucky","Education and health services",10523,218722,7838652882,689,35838
2006,"Kentucky","Leisure and hospitality",8830,168410,2230013317,255,13242
2006,"Kentucky","Other services",8854,45202,1132386493,482,25051
2006,"Kentucky","Unclassified",2026,2573,109447238,818,42542
2006,"Louisiana","Natural resources and mining",3155,56549,3578608856,1217,63283
2006,"Louisiana","Construction",11198,130424,5507478804,812,42227
2006,"Louisiana","Manufacturing",4234,152076,7951318640,1005,52285
2006,"Louisiana","Trade, transportation, and utilities",29691,369758,12475066268,649,33738
2006,"Louisiana","Information",1671,27012,1150235799,819,42582
2006,"Louisiana","Financial activities",13325,91285,4071517471,858,44602
2006,"Louisiana","Professional and business services",19240,194141,7950623658,788,40953
2006,"Louisiana","Education and health services",12019,220252,7334485292,640,33300
2006,"Louisiana","Leisure and hospitality",9539,184162,3013978951,315,16366
2006,"Louisiana","Other services",10058,46441,1258129498,521,27091
2006,"Louisiana","Unclassified",1837,2700,108756353,775,40278
2006,"Maine","Natural resources and mining",1121,5842,178794426,589,30605
2006,"Maine","Construction",6246,31310,1154614006,709,36877
2006,"Maine","Manufacturing",1985,60188,2615753529,836,43460
2006,"Maine","Trade, transportation, and utilities",11516,125001,3572438816,550,28579
2006,"Maine","Information",770,11267,464189480,792,41198
2006,"Maine","Financial activities",3784,32352,1490615322,886,46076
2006,"Maine","Professional and business services",7497,51776,2112738632,785,40806
2006,"Maine","Education and health services",4689,105170,3664205582,670,34841
2006,"Maine","Leisure and hospitality",4714,59736,906365639,292,15173
2006,"Maine","Other services",3722,16209,396656975,471,24472
2006,"Maine","Unclassified",151,93,4749197,985,51204
2006,"Maryland","Natural resources and mining",716,6825,235049605,662,34438
2006,"Maryland","Construction",19319,188310,9076013969,927,48197
2006,"Maryland","Manufacturing",4116,136253,7694323939,1086,56471
2006,"Maryland","Trade, transportation, and utilities",33834,470261,17510162574,716,37235
2006,"Maryland","Information",2808,50774,3222087270,1220,63459
2006,"Maryland","Financial activities",15173,157614,10508396867,1282,66672
2006,"Maryland","Professional and business services",34310,394712,22579820747,1100,57206
2006,"Maryland","Education and health services",16374,349186,14659873820,807,41983
2006,"Maryland","Leisure and hospitality",12694,229611,4085224887,342,17792
2006,"Maryland","Other services",18978,89690,2728359763,585,30420
2006,"Maryland","Unclassified",1470,1263,72768713,1108,57623
2006,"Massachusetts","Natural resources and mining",1049,8360,378181855,870,45236
2006,"Massachusetts","Construction",20995,140883,7836373621,1070,55623
2006,"Massachusetts","Manufacturing",8156,299389,19558905030,1256,65329
2006,"Massachusetts","Trade, transportation, and utilities",43572,566900,23161331868,786,40856
2006,"Massachusetts","Information",3756,87184,7070171904,1560,81095
2006,"Massachusetts","Financial activities",16891,224146,21155571889,1815,94383
2006,"Massachusetts","Professional and business services",38744,472670,32804873755,1335,69403
2006,"Massachusetts","Education and health services",18438,571561,26175138694,881,45796
2006,"Massachusetts","Leisure and hospitality",18023,296219,5982478640,388,20196
2006,"Massachusetts","Other services",32034,122157,3265265162,514,26730
2006,"Michigan","Natural resources and mining",2681,31028,913349461,566,29436
2006,"Michigan","Construction",28296,175278,8161096646,895,46561
2006,"Michigan","Manufacturing",15328,649203,37699431444,1117,58070
2006,"Michigan","Trade, transportation, and utilities",55570,786053,28013020476,685,35638
2006,"Michigan","Information",3438,65252,3564402450,1050,54625
2006,"Michigan","Financial activities",21000,210249,10447828478,956,49693
2006,"Michigan","Professional and business services",38247,581769,31061896473,1027,53392
2006,"Michigan","Education and health services",24185,562870,21694748435,741,38543
2006,"Michigan","Leisure and hospitality",22639,403143,5919849190,282,14684
2006,"Michigan","Other services",21255,130914,3364538810,494,25700
2006,"Michigan","Unclassified",19356,17681,718363405,781,40630
2006,"Minnesota","Natural resources and mining",2121,22401,773527771,664,34531
2006,"Minnesota","Construction",18401,126393,6065630839,923,47990
2006,"Minnesota","Manufacturing",8862,345757,17389293824,967,50293
2006,"Minnesota","Trade, transportation, and utilities",39690,522327,19203387307,707,36765
2006,"Minnesota","Information",3067,58009,3314889634,1099,57144
2006,"Minnesota","Financial activities",18364,178417,11587476748,1249,64946
2006,"Minnesota","Professional and business services",25769,320928,17830826565,1068,55560
2006,"Minnesota","Education and health services",14248,390104,15088908104,744,38679
2006,"Minnesota","Leisure and hospitality",14252,244200,3724249747,293,15251
2006,"Minnesota","Other services",13759,87129,2196159675,485,25206
2006,"Minnesota","Unclassified",441,702,13634217,374,19431
2006,"Mississippi","Natural resources and mining",2288,20669,699754333,651,33855
2006,"Mississippi","Construction",6354,57448,2068233660,692,36002
2006,"Mississippi","Manufacturing",2884,175718,6289048819,688,35791
2006,"Mississippi","Trade, transportation, and utilities",19249,224844,6511897040,557,28962
2006,"Mississippi","Information",1025,13701,525595912,738,38361
2006,"Mississippi","Financial activities",7196,45724,1748197453,735,38234
2006,"Mississippi","Professional and business services",8936,93880,3149868089,645,33552
2006,"Mississippi","Education and health services",6025,115313,3926280199,655,34049
2006,"Mississippi","Leisure and hospitality",5291,119135,1789900059,289,15024
2006,"Mississippi","Other services",5301,23728,566432492,459,23872
2006,"Missouri","Natural resources and mining",1599,16619,694864465,804,41813
2006,"Missouri","Construction",18671,147806,6371824776,829,43110
2006,"Missouri","Manufacturing",7539,306961,13996246216,877,45596
2006,"Missouri","Trade, transportation, and utilities",40810,540284,17726481422,631,32810
2006,"Missouri","Information",2827,62984,3425195835,1046,54382
2006,"Missouri","Financial activities",17387,158719,7568443190,917,47684
2006,"Missouri","Professional and business services",25209,331395,16202455586,940,48892
2006,"Missouri","Education and health services",14731,353375,12868076641,700,36415
2006,"Missouri","Leisure and hospitality",13746,278385,4389805503,303,15769
2006,"Missouri","Other services",19663,84038,2009612492,460,23913
2006,"Missouri","Unclassified",2,0,0,0,0
2006,"Montana","Natural resources and mining",1319,11726,596897718,979,50905
2006,"Montana","Construction",6015,30136,1066836309,681,35400
2006,"Montana","Manufacturing",1372,20168,760262173,725,37696
2006,"Montana","Trade, transportation, and utilities",8452,86444,2456028866,546,28412
2006,"Montana","Information",769,7736,289616251,720,37439
2006,"Montana","Financial activities",3669,22008,854372900,747,38821
2006,"Montana","Professional and business services",5926,38016,1245416065,630,32760
2006,"Montana","Education and health services",3408,57184,1853418366,623,32412
2006,"Montana","Leisure and hospitality",4479,56759,708583161,240,12484
2006,"Montana","Other services",3279,15833,332039266,403,20971
2006,"Montana","Unclassified",168,266,12007253,867,45098
2006,"Nebraska","Natural resources and mining",1484,11852,332521361,540,28056
2006,"Nebraska","Construction",6491,47201,1722829962,702,36500
2006,"Nebraska","Manufacturing",2087,101484,3892086063,738,38352
2006,"Nebraska","Trade, transportation, and utilities",14239,188043,5550434064,568,29517
2006,"Nebraska","Information",953,19502,906755662,894,46496
2006,"Nebraska","Financial activities",6025,62814,2823273553,864,44946
2006,"Nebraska","Professional and business services",8450,101326,4316003746,819,42595
2006,"Nebraska","Education and health services",4829,110267,3929393235,685,35635
2006,"Nebraska","Leisure and hospitality",4854,80553,925209750,221,11486
2006,"Nebraska","Other services",4493,25359,606052030,460,23899
2006,"Nevada","Natural resources and mining",515,13812,859653329,1197,62238
2006,"Nevada","Construction",7168,142815,6775264930,912,47441
2006,"Nevada","Manufacturing",2129,50252,2265664394,867,45087
2006,"Nevada","Trade, transportation, and utilities",15234,225743,7964431667,678,35281
2006,"Nevada","Information",1167,15161,777185558,986,51261
2006,"Nevada","Financial activities",10404,65576,3217046238,943,49059
2006,"Nevada","Professional and business services",15353,158250,7637703657,928,48263
2006,"Nevada","Education and health services",6418,87356,3899100478,858,44634
2006,"Nevada","Leisure and hospitality",6767,336970,9677806269,552,28720
2006,"Nevada","Other services",4311,28465,851254839,575,29905
2006,"Nevada","Unclassified",1096,796,46257928,1117,58107
2006,"New Hampshire","Natural resources and mining",352,2416,80039737,637,33127
2006,"New Hampshire","Construction",5170,29443,1380726200,902,46895
2006,"New Hampshire","Manufacturing",2314,78363,4346228589,1067,55463
2006,"New Hampshire","Trade, transportation, and utilities",12851,141903,5162280962,700,36379
2006,"New Hampshire","Information",835,12531,806049367,1237,64326
2006,"New Hampshire","Financial activities",3889,37541,2384027248,1221,63505
2006,"New Hampshire","Professional and business services",8646,61507,3654313556,1143,59413
2006,"New Hampshire","Education and health services",4059,94072,3833140403,784,40747
2006,"New Hampshire","Leisure and hospitality",4121,63975,1053486018,317,16467
2006,"New Hampshire","Other services",3604,19274,563021653,562,29211
2006,"New Hampshire","Unclassified",358,481,36669734,1465,76197
2006,"New Jersey","Natural resources and mining",1082,12073,356988699,569,29570
2006,"New Jersey","Construction",26070,172909,9500568335,1057,54946
2006,"New Jersey","Manufacturing",10698,321825,20966071811,1253,65147
2006,"New Jersey","Trade, transportation, and utilities",59874,864235,37658870239,838,43575
2006,"New Jersey","Information",4039,97150,7445202098,1474,76636
2006,"New Jersey","Financial activities",21069,266608,22307680208,1609,83672
2006,"New Jersey","Professional and business services",48778,596296,38402208481,1238,64401
2006,"New Jersey","Education and health services",26723,522312,22685581300,835,43433
2006,"New Jersey","Leisure and hospitality",21814,335325,7189057964,412,21439
2006,"New Jersey","Other services",23864,124190,3993060168,618,32153
2006,"New Jersey","Unclassified",24357,27306,1097933397,773,40209
2006,"New Mexico","Natural resources and mining",1564,29966,1367470976,878,45635
2006,"New Mexico","Construction",6421,59191,2069573045,672,34964
2006,"New Mexico","Manufacturing",1683,37659,1661008587,848,44107
2006,"New Mexico","Trade, transportation, and utilities",11129,139875,4214153225,579,30128
2006,"New Mexico","Information",915,15859,600391835,728,37858
2006,"New Mexico","Financial activities",5090,33870,1356372908,770,40047
2006,"New Mexico","Professional and business services",8606,102361,4614952489,867,45085
2006,"New Mexico","Education and health services",4824,96060,3217799153,644,33498
2006,"New Mexico","Leisure and hospitality",4354,86621,1173835779,261,13551
2006,"New Mexico","Other services",4069,21817,536442446,473,24589
2006,"New Mexico","Unclassified",405,350,15478619,850,44225
2006,"New York","Natural resources and mining",2592,26838,827938622,593,30849
2006,"New York","Construction",47506,335333,17749361542,1018,52931
2006,"New York","Manufacturing",19404,564564,30365162360,1034,53785
2006,"New York","Trade, transportation, and utilities",120197,1493355,60309033257,777,40385
2006,"New York","Information",10690,266721,21679301126,1563,81281
2006,"New York","Financial activities",62146,721725,105066593318,2800,145577
2006,"New York","Professional and business services",87062,1100828,75817801796,1324,68873
2006,"New York","Education and health services",56151,1462019,58906737865,775,40291
2006,"New York","Leisure and hospitality",49243,675009,16819030420,479,24917
2006,"New York","Other services",61968,315962,9658024918,588,30567
2006,"New York","Unclassified",39896,48772,1859461506,733,38125
2006,"North Carolina","Natural resources and mining",3018,32999,1011617041,590,30656
2006,"North Carolina","Construction",28418,244888,9187208761,721,37516
2006,"North Carolina","Manufacturing",10740,553483,24832857019,863,44867
2006,"North Carolina","Trade, transportation, and utilities",57120,756723,25260989129,642,33382
2006,"North Carolina","Information",3400,73172,3976853157,1045,54350
2006,"North Carolina","Financial activities",22966,202415,12513969090,1189,61823
2006,"North Carolina","Professional and business services",38342,477384,21172856837,853,44352
2006,"North Carolina","Education and health services",20462,467884,16599123374,682,35477
2006,"North Carolina","Leisure and hospitality",19420,376394,5653437317,289,15020
2006,"North Carolina","Other services",17636,99206,2375302799,460,23943
2006,"North Carolina","Unclassified",14346,20849,616429854,569,29567
2006,"North Dakota","Natural resources and mining",732,7574,382914646,972,50554
2006,"North Dakota","Construction",2884,18265,692666085,729,37924
2006,"North Dakota","Manufacturing",819,26009,995481242,736,38275
2006,"North Dakota","Trade, transportation, and utilities",6743,74431,2219345014,573,29818
2006,"North Dakota","Information",426,7489,333346054,856,44511
2006,"North Dakota","Financial activities",2444,18707,699969682,720,37418
2006,"North Dakota","Professional and business services",3112,28323,951194545,646,33583
2006,"North Dakota","Education and health services",1726,48078,1590284294,636,33077
2006,"North Dakota","Leisure and hospitality",2235,31573,338509491,206,10721
2006,"North Dakota","Other services",1869,11154,224098708,386,20091
2006,"Ohio","Natural resources and mining",2000,24906,971184870,750,38993
2006,"Ohio","Construction",27991,230174,9708591416,811,42179
2006,"Ohio","Manufacturing",17679,795610,39799127164,962,50023
2006,"Ohio","Trade, transportation, and utilities",68941,1037823,35053919764,650,33776
2006,"Ohio","Information",4235,88633,4551987783,988,51358
2006,"Ohio","Financial activities",28979,298788,15178427111,977,50800
2006,"Ohio","Professional and business services",46135,655844,30187915274,885,46029
2006,"Ohio","Education and health services",28209,764367,27517838387,692,36001
2006,"Ohio","Leisure and hospitality",25943,500612,6925418916,266,13834
2006,"Ohio","Other services",24211,163682,3877766817,456,23691
2006,"Ohio","Unclassified",1105,2273,69397320,587,30527
2006,"Oklahoma","Natural resources and mining",3360,49326,3845249988,1499,77955
2006,"Oklahoma","Construction",9185,70437,2437575073,666,34606
2006,"Oklahoma","Manufacturing",4683,149313,6179071587,796,41383
2006,"Oklahoma","Trade, transportation, and utilities",21545,282549,8903660545,606,31512
2006,"Oklahoma","Information",1706,29884,1262483894,812,42246
2006,"Oklahoma","Financial activities",10204,80656,3224127675,769,39974
2006,"Oklahoma","Professional and business services",16056,175854,6256169547,684,35576
2006,"Oklahoma","Education and health services",10088,180309,5931850543,633,32898
2006,"Oklahoma","Leisure and hospitality",7282,137104,1765366559,248,12876
2006,"Oklahoma","Other services",6712,36164,868468531,462,24015
2006,"Oklahoma","Unclassified",386,951,34945470,706,36736
2006,"Oregon","Natural resources and mining",3674,49945,1307198345,503,26173
2006,"Oregon","Construction",15258,99825,4210118720,811,42175
2006,"Oregon","Manufacturing",6057,206697,10276601983,956,49718
2006,"Oregon","Trade, transportation, and utilities",26132,332890,11935178186,689,35853
2006,"Oregon","Information",2385,34846,1988154908,1097,57056
2006,"Oregon","Financial activities",12827,89239,4411007291,951,49429
2006,"Oregon","Professional and business services",19122,194271,8214902299,813,42286
2006,"Oregon","Education and health services",11848,198677,7565989985,732,38082
2006,"Oregon","Leisure and hospitality",11017,164615,2560298079,299,15553
2006,"Oregon","Other services",13405,61659,1556589621,485,25245
2006,"Oregon","Unclassified",667,681,29529981,834,43379
2006,"Pennsylvania","Natural resources and mining",2789,42999,1680208404,751,39075
2006,"Pennsylvania","Construction",31155,261541,12494899631,919,47774
2006,"Pennsylvania","Manufacturing",16201,672365,32755734566,937,48717
2006,"Pennsylvania","Trade, transportation, and utilities",77250,1117725,38680859100,666,34607
2006,"Pennsylvania","Information",4984,108596,6006540414,1064,55311
2006,"Pennsylvania","Financial activities",28613,335179,20735080184,1190,61863
2006,"Pennsylvania","Professional and business services",50291,677753,37055461354,1051,54674
2006,"Pennsylvania","Education and health services",46946,994934,38768505330,749,38966
2006,"Pennsylvania","Leisure and hospitality",30032,491168,7675751186,301,15628
2006,"Pennsylvania","Other services",30959,188338,4752057934,485,25231
2006,"Pennsylvania","Unclassified",166,197,11170678,1091,56728
2006,"Rhode Island","Natural resources and mining",190,1121,36521372,627,32594
2006,"Rhode Island","Construction",4330,22791,1063715643,898,46673
2006,"Rhode Island","Manufacturing",2121,52730,2298946346,838,43598
2006,"Rhode Island","Trade, transportation, and utilities",7822,79256,2648881631,643,33422
2006,"Rhode Island","Information",639,10995,643039735,1125,58483
2006,"Rhode Island","Financial activities",2964,33368,1792964542,1033,53733
2006,"Rhode Island","Professional and business services",6448,56141,2892540717,991,51523
2006,"Rhode Island","Education and health services",3497,92656,3525491841,732,38049
2006,"Rhode Island","Leisure and hospitality",3425,50234,813650279,311,16197
2006,"Rhode Island","Other services",3400,18140,450805267,478,24852
