"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2005,"South Carolina","Construction",15223,117720,4129199532,675,35076
2005,"South Carolina","Manufacturing",4954,262714,11097498729,812,42242
2005,"South Carolina","Trade, transportation, and utilities",30042,360431,10900795146,582,30244
2005,"South Carolina","Information",1378,27052,1197559303,851,44269
2005,"South Carolina","Financial activities",11371,93962,3924361406,803,41765
2005,"South Carolina","Professional and business services",18120,203537,7215825097,682,35452
2005,"South Carolina","Education and health services",8907,163823,5662211059,665,34563
2005,"South Carolina","Leisure and hospitality",10379,203050,2753550229,261,13561
2005,"South Carolina","Other services",10648,48502,1135455681,450,23411
2005,"South Carolina","Unclassified",2835,5806,249780889,827,43024
2005,"South Dakota","Natural resources and mining",528,3970,112297622,544,28285
2005,"South Dakota","Construction",3577,21004,667064830,611,31759
2005,"South Dakota","Manufacturing",1032,39833,1369973952,661,34393
2005,"South Dakota","Trade, transportation, and utilities",7673,77815,2097324362,518,26953
2005,"South Dakota","Information",473,6755,239075323,681,35390
2005,"South Dakota","Financial activities",2894,28063,1032062583,707,36777
2005,"South Dakota","Professional and business services",3466,24264,820908692,651,33832
2005,"South Dakota","Education and health services",2260,53107,1778467462,644,33488
2005,"South Dakota","Leisure and hospitality",2960,41632,457238687,211,10983
2005,"South Dakota","Other services",2079,10238,213635119,401,20866
2005,"Tennessee","Natural resources and mining",908,10005,334261381,642,33410
2005,"Tennessee","Construction",12244,121851,4584425273,724,37623
2005,"Tennessee","Manufacturing",7243,408292,17494608219,824,42848
2005,"Tennessee","Trade, transportation, and utilities",35963,594680,20268382747,655,34083
2005,"Tennessee","Information",2269,48901,2172477580,854,44426
2005,"Tennessee","Financial activities",13287,140583,7059663192,966,50217
2005,"Tennessee","Professional and business services",20159,311878,11665044451,719,37403
2005,"Tennessee","Education and health services",12691,317547,12408306922,751,39075
2005,"Tennessee","Leisure and hospitality",11549,262055,4216387384,309,16090
2005,"Tennessee","Other services",11496,69394,1732193642,480,24962
2005,"Tennessee","Unclassified",635,1779,72651924,785,40833
2005,"Texas","Natural resources and mining",16339,229059,17746581049,1490,77476
2005,"Texas","Construction",42564,566931,22997362890,780,40565
2005,"Texas","Manufacturing",23465,900299,48978070024,1046,54402
2005,"Texas","Trade, transportation, and utilities",124149,1977304,74769625909,727,37814
2005,"Texas","Information",9148,222712,12702874230,1097,57037
2005,"Texas","Financial activities",55572,600430,32348918711,1036,53876
2005,"Texas","Professional and business services",85715,1153953,54361371646,906,47109
2005,"Texas","Education and health services",51986,1081343,38324996472,682,35442
2005,"Texas","Leisure and hospitality",42529,908262,14407977878,305,15863
2005,"Texas","Other services",50382,275225,6978242026,488,25355
2005,"Texas","Unclassified",6012,11255,430965064,736,38291
2005,"Utah","Natural resources and mining",785,12877,584651865,873,45403
2005,"Utah","Construction",12007,81685,2641264063,622,32335
2005,"Utah","Manufacturing",3764,116413,4640118099,767,39859
2005,"Utah","Trade, transportation, and utilities",17113,223370,6933524353,597,31041
2005,"Utah","Information",1745,30888,1417750047,883,45900
2005,"Utah","Financial activities",9513,67582,2898109765,825,42883
2005,"Utah","Professional and business services",14385,144697,5420192918,720,37459
2005,"Utah","Education and health services",6815,115105,3781318288,632,32851
2005,"Utah","Leisure and hospitality",5637,104168,1396266400,258,13404
2005,"Utah","Other services",5946,28305,654702825,445,23130
2005,"Utah","Unclassified",150,210,7969487,731,37995
2005,"Vermont","Natural resources and mining",419,3009,82668404,528,27473
2005,"Vermont","Construction",3122,16855,612355337,699,36330
2005,"Vermont","Manufacturing",1197,36843,1706414731,891,46316
2005,"Vermont","Trade, transportation, and utilities",5613,59160,1788211550,581,30227
2005,"Vermont","Information",504,6227,246711869,762,39619
2005,"Vermont","Financial activities",1718,12917,623363342,928,48258
2005,"Vermont","Professional and business services",3772,21839,909572120,801,41648
2005,"Vermont","Education and health services",2207,50812,1671878248,633,32903
2005,"Vermont","Leisure and hospitality",2227,33051,537600641,313,16266
2005,"Vermont","Other services",2025,9044,225039432,479,24883
2005,"Virginia","Natural resources and mining",2019,21837,771081317,679,35311
2005,"Virginia","Construction",26187,243964,9803362369,773,40184
2005,"Virginia","Manufacturing",6120,295712,12927834929,841,43718
2005,"Virginia","Trade, transportation, and utilities",45599,652663,21633238271,637,33146
2005,"Virginia","Information",3897,93292,6996376871,1442,74995
2005,"Virginia","Financial activities",20307,191122,11609937504,1168,60746
2005,"Virginia","Professional and business services",41976,607392,36494119116,1155,60083
2005,"Virginia","Education and health services",16985,365336,13562169960,714,37123
2005,"Virginia","Leisure and hospitality",16367,329587,5036367768,294,15281
2005,"Virginia","Other services",23602,124937,3878127294,597,31041
2005,"Virginia","Unclassified",2991,5328,215983338,780,40537
2005,"Washington","Natural resources and mining",8471,86504,1931996197,430,22334
2005,"Washington","Construction",22933,165066,6855187328,799,41530
2005,"Washington","Manufacturing",7434,267693,14714186998,1057,54967
2005,"Washington","Trade, transportation, and utilities",37097,514284,18588757222,695,36145
2005,"Washington","Information",3036,94327,7801559628,1591,82708
2005,"Washington","Financial activities",16306,150341,7969421057,1019,53009
2005,"Washington","Professional and business services",25713,307066,15434308590,967,50264
2005,"Washington","Education and health services",16876,308976,10986170325,684,35557
2005,"Washington","Leisure and hospitality",16397,259187,4364814544,324,16840
2005,"Washington","Other services",50512,111330,2455057275,424,22052
2005,"Washington","Unclassified",2,1,11979,213,11058
2005,"West Virginia","Natural resources and mining",1348,27032,1467902270,1044,54302
2005,"West Virginia","Construction",5644,36890,1261910579,658,34207
2005,"West Virginia","Manufacturing",1546,62182,2676687371,828,43046
2005,"West Virginia","Trade, transportation, and utilities",11973,136800,3811420617,536,27861
2005,"West Virginia","Information",686,11701,440527181,724,37648
2005,"West Virginia","Financial activities",3943,28025,919643057,631,32815
2005,"West Virginia","Professional and business services",5806,58565,1793866970,589,30630
2005,"West Virginia","Education and health services",4802,105788,3324666363,604,31428
2005,"West Virginia","Leisure and hospitality",4309,69267,868570663,241,12539
2005,"West Virginia","Other services",4023,21953,480114385,421,21870
2005,"West Virginia","Unclassified",366,546,21592305,761,39564
2005,"Wisconsin","Natural resources and mining",2154,21367,593018892,534,27754
2005,"Wisconsin","Construction",17952,127519,5467776783,825,42878
2005,"Wisconsin","Manufacturing",10406,505110,22455706865,855,44457
2005,"Wisconsin","Trade, transportation, and utilities",35837,537744,16421163183,587,30537
2005,"Wisconsin","Information",2236,49903,2196944891,847,44025
2005,"Wisconsin","Financial activities",13226,156622,7252926001,891,46309
2005,"Wisconsin","Professional and business services",20693,262841,10632715727,778,40453
2005,"Wisconsin","Education and health services",12790,350952,12861170310,705,36646
2005,"Wisconsin","Leisure and hospitality",15673,255102,3059587439,231,11994
2005,"Wisconsin","Other services",15482,83787,1722364733,395,20557
2005,"Wisconsin","Unclassified",7474,14125,386851741,527,27388
2005,"Wyoming","Natural resources and mining",1356,24978,1458622844,1123,58396
2005,"Wyoming","Construction",3454,20762,733549535,679,35332
2005,"Wyoming","Manufacturing",648,9709,394079577,781,40587
2005,"Wyoming","Trade, transportation, and utilities",4873,48130,1418824780,567,29479
2005,"Wyoming","Information",379,4296,129891296,581,30238
2005,"Wyoming","Financial activities",1968,10771,391469875,699,36345
2005,"Wyoming","Professional and business services",3355,15847,558822762,678,35263
2005,"Wyoming","Education and health services",1699,21143,668370924,608,31612
2005,"Wyoming","Leisure and hospitality",2223,32039,438328674,263,13681
2005,"Wyoming","Other services",1644,7565,176867285,450,23379
2005,"Wyoming","Unclassified",1,1,39444,1517,78888
