"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2008,"Idaho","Financial activities",5774,29685,1206189084,781,40634
2008,"Idaho","Professional and business services",8794,80739,3270453276,779,40506
2008,"Idaho","Education and health services",4977,74401,2556618503,661,34363
2008,"Idaho","Leisure and hospitality",4159,63148,835729789,255,13234
2008,"Idaho","Other services",3369,16280,390339836,461,23977
2008,"Idaho","Unclassified",1,1,38692,812,42209
2008,"Illinois","Natural resources and mining",2304,25866,1076736993,801,41627
2008,"Illinois","Construction",39439,258439,15619952579,1162,60440
2008,"Illinois","Manufacturing",19151,658166,36916880400,1079,56091
2008,"Illinois","Trade, transportation, and utilities",80640,1187910,49193295123,796,41412
2008,"Illinois","Information",6615,114900,7698018952,1288,66998
2008,"Illinois","Financial activities",35817,385664,32384337830,1615,83970
2008,"Illinois","Professional and business services",70748,860707,52744926434,1178,61281
2008,"Illinois","Education and health services",31442,790007,33353112687,812,42219
2008,"Illinois","Leisure and hospitality",29793,530854,9980345475,362,18801
2008,"Illinois","Other services",35154,202038,6674964765,635,33038
2008,"Illinois","Unclassified",7971,7221,327160100,871,45308
2008,"Indiana","Natural resources and mining",1665,18899,751688537,765,39775
2008,"Indiana","Construction",17121,144477,6819063155,908,47198
2008,"Indiana","Manufacturing",9085,520899,27284163208,1007,52379
2008,"Indiana","Trade, transportation, and utilities",40815,572165,19187700343,645,33535
2008,"Indiana","Information",2216,39585,1885430469,916,47630
2008,"Indiana","Financial activities",16106,132851,6344494020,918,47757
2008,"Indiana","Professional and business services",24749,284826,11479524137,775,40304
2008,"Indiana","Education and health services",14013,380489,14468704334,731,38027
2008,"Indiana","Leisure and hospitality",13940,284713,4340130190,293,15244
2008,"Indiana","Other services",13001,84139,2157544806,493,25643
2008,"Indiana","Unclassified",2297,417,12596506,581,30226
2008,"Iowa","Natural resources and mining",1947,17600,561142197,613,31883
2008,"Iowa","Construction",9087,73016,3214684260,847,44027
2008,"Iowa","Manufacturing",4197,227397,10726896477,907,47172
2008,"Iowa","Trade, transportation, and utilities",24340,306379,9820549636,616,32054
2008,"Iowa","Information",1702,33393,1443532224,831,43228
2008,"Iowa","Financial activities",9473,102906,5517391199,1031,53616
2008,"Iowa","Professional and business services",12816,122499,4701209732,738,38377
2008,"Iowa","Education and health services",8607,194961,6818362911,673,34973
2008,"Iowa","Leisure and hospitality",8242,135347,1779237395,253,13146
2008,"Iowa","Other services",7671,41371,1043837130,485,25231
2008,"Kansas","Natural resources and mining",2196,19464,822221922,812,42243
2008,"Kansas","Construction",8237,65211,2836925598,837,43504
2008,"Kansas","Manufacturing",3370,187151,9057371545,931,48396
2008,"Kansas","Trade, transportation, and utilities",20743,259140,9001666496,668,34737
2008,"Kansas","Information",1442,38890,2487760931,1230,63969
2008,"Kansas","Financial activities",8980,72458,3598996828,955,49670
2008,"Kansas","Professional and business services",14070,150459,6873119214,878,45681
2008,"Kansas","Education and health services",7486,171315,6154921854,691,35927
2008,"Kansas","Leisure and hospitality",6315,116069,1488020286,247,12820
2008,"Kansas","Other services",8128,37603,976040668,499,25956
2008,"Kansas","Unclassified",18,91,2521015,533,27729
2008,"Kentucky","Natural resources and mining",1710,31566,1679070380,1023,53193
2008,"Kentucky","Construction",10848,84325,3538057921,807,41957
2008,"Kentucky","Manufacturing",4572,245207,11669836775,915,47592
2008,"Kentucky","Trade, transportation, and utilities",28341,377361,12838334979,654,34021
2008,"Kentucky","Information",1656,29757,1234258247,798,41477
2008,"Kentucky","Financial activities",10811,91116,4432674319,936,48649
2008,"Kentucky","Professional and business services",16564,182003,7312580065,773,40178
2008,"Kentucky","Education and health services",10719,228333,8776731152,739,38438
2008,"Kentucky","Leisure and hospitality",8925,171674,2367314777,265,13790
2008,"Kentucky","Other services",9074,46442,1235558895,512,26605
2008,"Kentucky","Unclassified",2161,2677,120860113,868,45149
2008,"Louisiana","Natural resources and mining",3166,62053,4543579716,1408,73221
2008,"Louisiana","Construction",11530,134981,6681776220,952,49502
2008,"Louisiana","Manufacturing",4408,152568,8711557236,1098,57099
2008,"Louisiana","Trade, transportation, and utilities",29865,380986,13773354633,695,36152
2008,"Louisiana","Information",1756,28494,1249192392,843,43841
2008,"Louisiana","Financial activities",13521,90495,4324971517,919,47793
2008,"Louisiana","Professional and business services",19969,204407,9344327252,879,45714
2008,"Louisiana","Education and health services",12483,240362,8590132517,687,35738
2008,"Louisiana","Leisure and hospitality",9826,196037,3530708060,346,18010
2008,"Louisiana","Other services",9663,48106,1422365934,569,29567
2008,"Louisiana","Unclassified",2121,3065,130128855,816,42454
2008,"Maine","Natural resources and mining",1162,5915,192637529,626,32569
2008,"Maine","Construction",6297,29399,1183202782,774,40246
2008,"Maine","Manufacturing",1923,58765,2711460377,887,46141
2008,"Maine","Trade, transportation, and utilities",11601,124036,3703626992,574,29859
2008,"Maine","Information",769,10775,476134165,850,44188
2008,"Maine","Financial activities",3891,31525,1546461654,943,49055
2008,"Maine","Professional and business services",8083,56382,2537781851,866,45011
2008,"Maine","Education and health services",4982,108828,4140021736,732,38042
2008,"Maine","Leisure and hospitality",4792,60000,966025562,310,16100
2008,"Maine","Other services",3859,16275,420440789,497,25834
2008,"Maine","Unclassified",390,242,10591014,841,43719
2008,"Maryland","Natural resources and mining",688,6511,231951955,685,35624
2008,"Maryland","Construction",19068,178072,9352066843,1010,52518
2008,"Maryland","Manufacturing",4053,128415,7955675014,1191,61953
2008,"Maryland","Trade, transportation, and utilities",34005,461106,17939751388,748,38906
2008,"Maryland","Information",2694,49800,3335682428,1288,66981
2008,"Maryland","Financial activities",15437,149278,10376777824,1337,69513
2008,"Maryland","Professional and business services",36297,398949,25032003706,1207,62745
2008,"Maryland","Education and health services",17160,367961,16688604788,872,45354
2008,"Maryland","Leisure and hospitality",13394,236183,4432962286,361,18769
2008,"Maryland","Other services",19016,90106,2899065936,619,32174
2008,"Maryland","Unclassified",779,832,41866087,968,50350
2008,"Massachusetts","Natural resources and mining",1022,7760,362608714,899,46729
2008,"Massachusetts","Construction",20730,132550,8239601303,1195,62162
2008,"Massachusetts","Manufacturing",7843,286470,19768731047,1327,69008
2008,"Massachusetts","Trade, transportation, and utilities",43719,565536,24072814719,819,42566
2008,"Massachusetts","Information",3932,89230,7706392889,1661,86366
2008,"Massachusetts","Financial activities",16883,221568,23719629656,2059,107053
2008,"Massachusetts","Professional and business services",40282,487384,37659216103,1486,77268
2008,"Massachusetts","Education and health services",18797,606436,30375805830,963,50089
2008,"Massachusetts","Leisure and hospitality",18383,305888,6665091375,419,21789
2008,"Massachusetts","Other services",35092,128703,3627693276,542,28187
2008,"Michigan","Natural resources and mining",2752,31942,1032296698,621,32318
2008,"Michigan","Construction",25581,149402,7561373818,973,50611
2008,"Michigan","Manufacturing",14667,575779,34442318028,1150,59819
2008,"Michigan","Trade, transportation, and utilities",54293,759782,28551202797,723,37578
2008,"Michigan","Information",3222,61128,3507983120,1104,57387
2008,"Michigan","Financial activities",20695,196800,10439880310,1020,53048
2008,"Michigan","Professional and business services",38297,556188,31469274129,1088,56580
2008,"Michigan","Education and health services",24310,586967,24188261590,792,41209
2008,"Michigan","Leisure and hospitality",22178,395151,6227868472,303,15761
2008,"Michigan","Other services",20766,127402,3462847228,523,27180
2008,"Michigan","Unclassified",24585,23914,974253745,783,40740
2008,"Minnesota","Natural resources and mining",2262,23325,892962786,736,38283
2008,"Minnesota","Construction",18225,110404,5826540204,1015,52775
2008,"Minnesota","Manufacturing",9240,335389,17845553008,1023,53209
2008,"Minnesota","Trade, transportation, and utilities",39381,517270,20653207172,768,39927
2008,"Minnesota","Information",3320,57553,3464149525,1158,60191
2008,"Minnesota","Financial activities",17724,174745,12176696032,1340,69683
2008,"Minnesota","Professional and business services",27571,328691,21533593177,1260,65513
2008,"Minnesota","Education and health services",14042,424175,17409934076,789,41044
2008,"Minnesota","Leisure and hospitality",14309,245788,3995727775,313,16257
2008,"Minnesota","Other services",14300,86731,2299024780,510,26508
2008,"Minnesota","Unclassified",102,118,3590348,585,30405
2008,"Mississippi","Natural resources and mining",2286,20037,808370979,776,40345
2008,"Mississippi","Construction",6566,60670,2527608399,801,41662
2008,"Mississippi","Manufacturing",2824,159840,6180137654,744,38665
2008,"Mississippi","Trade, transportation, and utilities",19417,222575,6722932181,581,30205
2008,"Mississippi","Information",1039,13469,527211722,753,39143
2008,"Mississippi","Financial activities",7559,46212,1882332058,783,40732
2008,"Mississippi","Professional and business services",9629,95304,3522212150,711,36958
2008,"Mississippi","Education and health services",6394,123422,4435541666,691,35938
2008,"Mississippi","Leisure and hospitality",5676,125256,2024033594,311,16159
2008,"Mississippi","Other services",5188,23467,618254779,507,26345
2008,"Missouri","Natural resources and mining",1641,16145,650022018,774,40262
2008,"Missouri","Construction",18186,140373,6773528766,928,48254
2008,"Missouri","Manufacturing",7412,289080,14329733623,953,49570
2008,"Missouri","Trade, transportation, and utilities",41023,538117,18933647746,677,35185
2008,"Missouri","Information",2781,64356,3736835768,1117,58065
2008,"Missouri","Financial activities",17388,158922,8050835361,974,50659
2008,"Missouri","Professional and business services",26943,342242,19202409829,1079,56108
2008,"Missouri","Education and health services",15240,369351,14476870111,754,39195
2008,"Missouri","Leisure and hospitality",13966,280750,4729589405,324,16846
2008,"Missouri","Other services",20969,85760,2148495991,482,25053
2008,"Missouri","Unclassified",2,0,0,0,0
2008,"Montana","Natural resources and mining",1414,11975,671618181,1079,56086
2008,"Montana","Construction",6377,29651,1155229093,749,38961
2008,"Montana","Manufacturing",1380,19900,808824091,782,40645
2008,"Montana","Trade, transportation, and utilities",8728,89330,2718733374,585,30435
2008,"Montana","Information",769,7624,302283624,763,39651
2008,"Montana","Financial activities",3909,21581,902115221,804,41802
2008,"Montana","Professional and business services",6512,40610,1506847739,714,37105
2008,"Montana","Education and health services",3611,60315,2119452191,676,35140
2008,"Montana","Leisure and hospitality",4487,59050,811077663,264,13735
2008,"Montana","Other services",3353,16338,375858938,442,23006
2008,"Montana","Unclassified",182,267,14524688,1047,54451
2008,"Nebraska","Natural resources and mining",1569,12012,362556076,580,30182
2008,"Nebraska","Construction",6466,49174,1979559448,774,40256
2008,"Nebraska","Manufacturing",2114,101414,4113203438,780,40559
2008,"Nebraska","Trade, transportation, and utilities",14543,192299,6085071958,609,31644
2008,"Nebraska","Information",956,18770,926249432,949,49348
2008,"Nebraska","Financial activities",6143,63965,3037111018,913,47481
2008,"Nebraska","Professional and business services",9196,105605,4890277977,891,46307
2008,"Nebraska","Education and health services",5144,116563,4432663365,731,38028
2008,"Nebraska","Leisure and hospitality",4994,82616,1012767961,236,12259
2008,"Nebraska","Other services",4588,24573,617003806,483,25109
2008,"Nevada","Natural resources and mining",538,14578,1011739657,1335,69400
2008,"Nevada","Construction",7685,116499,6713360923,1108,57626
2008,"Nevada","Manufacturing",2199,48098,2390348297,956,49697
2008,"Nevada","Trade, transportation, and utilities",16052,230769,8369265785,697,36267
2008,"Nevada","Information",1205,15043,810652762,1036,53889
2008,"Nevada","Financial activities",10401,61493,3024336389,946,49182
2008,"Nevada","Professional and business services",16998,152123,8054968447,1018,52950
2008,"Nevada","Education and health services",7274,95371,4521974608,912,47415
2008,"Nevada","Leisure and hospitality",7461,332515,9973376065,577,29994
2008,"Nevada","Other services",4631,29147,914314140,603,31370
2008,"Nevada","Unclassified",1471,1227,75471472,1183,61501
2008,"New Hampshire","Natural resources and mining",340,2424,83985496,666,34645
2008,"New Hampshire","Construction",4974,26107,1303505411,960,49930
2008,"New Hampshire","Manufacturing",2245,75938,4449363471,1127,58592
2008,"New Hampshire","Trade, transportation, and utilities",12952,139881,5262321188,723,37620
2008,"New Hampshire","Information",782,12511,893265515,1373,71400
2008,"New Hampshire","Financial activities",3833,35820,2419033234,1299,67532
2008,"New Hampshire","Professional and business services",9439,66473,3965715350,1147,59659
2008,"New Hampshire","Education and health services",4253,98821,4430541530,862,44834
2008,"New Hampshire","Leisure and hospitality",4177,63694,1080987072,326,16972
2008,"New Hampshire","Other services",3690,19795,615741917,598,31107
2008,"New Hampshire","Unclassified",264,276,22399180,1559,81059
2008,"New Jersey","Natural resources and mining",1070,11934,382617064,617,32061
2008,"New Jersey","Construction",26284,162978,9839836159,1161,60375
2008,"New Jersey","Manufacturing",10415,298217,21100702254,1361,70756
2008,"New Jersey","Trade, transportation, and utilities",60412,854523,39008075107,878,45649
2008,"New Jersey","Information",3986,91635,7603497188,1596,82976
2008,"New Jersey","Financial activities",21822,259058,23423802879,1739,90419
2008,"New Jersey","Professional and business services",51754,610704,43207509983,1361,70750
2008,"New Jersey","Education and health services",27828,547188,25232257381,887,46113
2008,"New Jersey","Leisure and hospitality",22311,339767,7706452057,436,22682
2008,"New Jersey","Other services",25087,127687,4218296689,635,33036
2008,"New Jersey","Unclassified",15182,18228,746782734,788,40969
2008,"New Mexico","Natural resources and mining",1642,32301,1699056633,1012,52600
2008,"New Mexico","Construction",6569,57356,2323552346,779,40511
2008,"New Mexico","Manufacturing",1694,35035,1666411561,915,47564
2008,"New Mexico","Trade, transportation, and utilities",11324,143161,4572590123,614,31940
2008,"New Mexico","Information",936,15970,662081166,797,41458
2008,"New Mexico","Financial activities",5209,33350,1412677962,815,42359
2008,"New Mexico","Professional and business services",9222,108484,5415293799,960,49918
2008,"New Mexico","Education and health services",5659,102859,3716900989,695,36136
2008,"New Mexico","Leisure and hospitality",4443,86625,1301749567,289,15027
2008,"New Mexico","Other services",4075,22846,612714836,516,26820
2008,"New Mexico","Unclassified",35,26,996496,752,39078
2008,"New York","Natural resources and mining",2760,28009,959466764,659,34256
2008,"New York","Construction",51129,359964,21215575394,1133,58938
2008,"New York","Manufacturing",19724,532100,30456520239,1101,57238
2008,"New York","Trade, transportation, and utilities",125726,1517010,64323417970,815,42401
2008,"New York","Information",11603,261961,23117257186,1697,88247
2008,"New York","Financial activities",65282,721158,121098252234,3229,167922
2008,"New York","Professional and business services",97076,1154824,86900063354,1447,75250
2008,"New York","Education and health services",59734,1523303,66051613981,834,43361
2008,"New York","Leisure and hospitality",52692,714994,18869673116,508,26391
2008,"New York","Other services",65013,327708,10939202197,642,33381
2008,"New York","Unclassified",18956,22255,830215819,717,37305
2008,"North Carolina","Natural resources and mining",3082,32855,1000681788,586,30457
2008,"North Carolina","Construction",29294,236350,9391313877,764,39735
2008,"North Carolina","Manufacturing",10595,515438,24556213858,916,47641
2008,"North Carolina","Trade, transportation, and utilities",57583,767503,26797613126,671,34915
2008,"North Carolina","Information",3418,72014,4227430631,1129,58703
2008,"North Carolina","Financial activities",23754,206038,12744528194,1190,61855
2008,"North Carolina","Professional and business services",40898,503082,24472509069,935,48645
2008,"North Carolina","Education and health services",22189,511028,19477886352,733,38115
2008,"North Carolina","Leisure and hospitality",21178,398925,6394365042,308,16029
2008,"North Carolina","Other services",17629,102790,2618871594,490,25478
2008,"North Carolina","Unclassified",19765,12583,632691106,967,50280
2008,"North Dakota","Natural resources and mining",819,10004,610897608,1174,61065
2008,"North Dakota","Construction",2897,20581,907617094,848,44099
2008,"North Dakota","Manufacturing",822,26363,1099870072,802,41720
2008,"North Dakota","Trade, transportation, and utilities",6712,76410,2587548933,651,33864
2008,"North Dakota","Information",411,7430,347102500,898,46716
2008,"North Dakota","Financial activities",2501,19815,825766095,801,41673
2008,"North Dakota","Professional and business services",3283,30279,1115555697,709,36842
2008,"North Dakota","Education and health services",1818,50154,1837201786,704,36631
2008,"North Dakota","Leisure and hospitality",2245,33564,397257182,228,11836
2008,"North Dakota","Other services",1886,11494,253619224,424,22065
2008,"Ohio","Natural resources and mining",2019,25389,1056981103,801,41632
2008,"Ohio","Construction",26870,211455,9755180005,887,46134
2008,"Ohio","Manufacturing",17413,738817,38346397498,998,51902
2008,"Ohio","Trade, transportation, and utilities",69705,1028311,36630053737,685,35622
2008,"Ohio","Information",4342,86012,4713547324,1054,54801
2008,"Ohio","Financial activities",29104,281108,14929689430,1021,53110
2008,"Ohio","Professional and business services",47711,667190,33456498141,964,50145
2008,"Ohio","Education and health services",29548,794282,30103256785,729,37900
2008,"Ohio","Leisure and hospitality",27062,492019,7362453005,288,14964
2008,"Ohio","Other services",24447,158804,3966347530,480,24976
2008,"Ohio","Unclassified",915,1238,37673757,585,30421
2008,"Oklahoma","Natural resources and mining",3748,59477,4658831975,1506,78330
2008,"Oklahoma","Construction",9524,75567,2960357932,753,39175
2008,"Oklahoma","Manufacturing",4682,150568,6654952411,850,44199
2008,"Oklahoma","Trade, transportation, and utilities",22096,287984,9891199691,661,34346
2008,"Oklahoma","Information",1770,28964,1340257210,890,46273
2008,"Oklahoma","Financial activities",10626,81095,3480497632,825,42919
2008,"Oklahoma","Professional and business services",18084,184236,7182330544,750,38984
2008,"Oklahoma","Education and health services",10426,189965,6814705682,690,35874
2008,"Oklahoma","Leisure and hospitality",7543,143774,2029409516,271,14115
2008,"Oklahoma","Other services",6800,38333,1036956466,520,27051
2008,"Oklahoma","Unclassified",41,89,2441043,529,27505
2008,"Oregon","Natural resources and mining",3615,50589,1380976763,525,27298
2008,"Oregon","Construction",14551,92753,4273248693,886,46071
2008,"Oregon","Manufacturing",5959,194774,10349266393,1022,53135
2008,"Oregon","Trade, transportation, and utilities",26108,332220,12368075867,716,37229
2008,"Oregon","Information",2451,36037,2254346694,1203,62557
2008,"Oregon","Financial activities",12365,85902,4351994918,974,50662
2008,"Oregon","Professional and business services",19650,195288,9142951666,900,46818
2008,"Oregon","Education and health services",12563,212815,8768804082,792,41204
2008,"Oregon","Leisure and hospitality",11540,172340,2821551889,315,16372
2008,"Oregon","Other services",13643,62801,1691174649,518,26929
2008,"Oregon","Unclassified",692,679,31445415,890,46300
2008,"Pennsylvania","Natural resources and mining",2893,44436,1918120688,830,43166
2008,"Pennsylvania","Construction",30640,254716,13227036868,999,51929
2008,"Pennsylvania","Manufacturing",15982,644734,33222385866,991,51529
2008,"Pennsylvania","Trade, transportation, and utilities",77638,1117187,41024507189,706,36721
2008,"Pennsylvania","Information",4791,105764,6272948012,1141,59311
2008,"Pennsylvania","Financial activities",28769,329419,21872884026,1277,66398
2008,"Pennsylvania","Professional and business services",52820,708238,42940793648,1166,60630
2008,"Pennsylvania","Education and health services",51997,1039486,43648884706,808,41991
2008,"Pennsylvania","Leisure and hospitality",31080,503628,8497191692,324,16872
2008,"Pennsylvania","Other services",30890,188938,5112425043,520,27059
2008,"Pennsylvania","Unclassified",112,135,5479654,781,40590
2008,"Rhode Island","Natural resources and mining",190,1002,30267283,581,30217
2008,"Rhode Island","Construction",4212,20372,1032770582,975,50695
2008,"Rhode Island","Manufacturing",1945,47927,2228004827,894,46488
2008,"Rhode Island","Trade, transportation, and utilities",7796,76993,2740219083,684,35591
2008,"Rhode Island","Information",695,10721,618838776,1110,57720
2008,"Rhode Island","Financial activities",2929,31542,1936648721,1181,61400
2008,"Rhode Island","Professional and business services",6727,54862,3008683842,1055,54841
2008,"Rhode Island","Education and health services",3543,95320,3830552759,773,40186
2008,"Rhode Island","Leisure and hospitality",3422,50946,861472955,325,16909
2008,"Rhode Island","Other services",3550,18255,477180815,503,26140
