"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2020,"Rhode Island","Education and health services",4907,95079,5182757676,1048,54510
2020,"Rhode Island","Leisure and hospitality",3890,44621,1103615396,476,24733
2020,"Rhode Island","Other services",3576,15156,587508909,745,38763
2020,"Rhode Island","Unclassified",95,64,4987843,1507,78343
2020,"South Carolina","Natural resources and mining",1375,12442,559782247,865,44990
2020,"South Carolina","Construction",13348,103647,6001832405,1114,57906
2020,"South Carolina","Manufacturing",6655,244395,15098609635,1188,61779
2020,"South Carolina","Trade, transportation, and utilities",31674,400537,17510358715,841,43717
2020,"South Carolina","Information",3216,24744,1820234666,1415,73562
2020,"South Carolina","Financial activities",15078,101637,7252885768,1372,71361
2020,"South Carolina","Professional and business services",30793,281874,16040593547,1094,56907
2020,"South Carolina","Education and health services",15612,231072,11566374882,963,50055
2020,"South Carolina","Leisure and hospitality",13676,226959,4465796787,378,19677
2020,"South Carolina","Other services",10267,49710,1894460163,733,38110
2020,"South Carolina","Unclassified",9,23,705577,590,30677
2020,"South Dakota","Natural resources and mining",1099,7137,325311911,877,45582
2020,"South Dakota","Construction",3954,24410,1318278244,1039,54005
2020,"South Dakota","Manufacturing",1072,43135,2298450549,1025,53285
2020,"South Dakota","Trade, transportation, and utilities",8068,83179,3673360897,849,44162
2020,"South Dakota","Information",606,5074,294623205,1117,58069
2020,"South Dakota","Financial activities",3397,27809,1928415007,1334,69345
2020,"South Dakota","Professional and business services",5876,32771,2087791248,1225,63709
2020,"South Dakota","Education and health services",2934,68990,3936097172,1097,57054
2020,"South Dakota","Leisure and hospitality",3184,41000,771980584,362,18829
2020,"South Dakota","Other services",2313,11077,422769889,734,38165
2020,"Tennessee","Natural resources and mining",1130,11134,544769570,941,48930
2020,"Tennessee","Construction",12894,130050,8096691760,1197,62259
2020,"Tennessee","Manufacturing",7620,334972,21143984759,1214,63122
2020,"Tennessee","Trade, transportation, and utilities",40806,627005,31419762576,964,50111
2020,"Tennessee","Information",4525,42929,3489851866,1563,81293
2020,"Tennessee","Financial activities",16893,155926,13271735430,1637,85116
2020,"Tennessee","Professional and business services",32595,414644,27557304366,1278,66460
2020,"Tennessee","Education and health services",21213,421097,23750150070,1085,56401
2020,"Tennessee","Leisure and hospitality",17443,293033,6965625706,457,23771
2020,"Tennessee","Other services",12651,70977,2861969292,775,40323
2020,"Tennessee","Unclassified",303,482,33678890,1343,69861
2020,"Texas","Natural resources and mining",19698,249859,29254857791,2252,117086
2020,"Texas","Construction",55014,737125,50809240596,1326,68929
2020,"Texas","Manufacturing",26257,867807,70471349250,1562,81206
2020,"Texas","Trade, transportation, and utilities",152438,2453267,138571961583,1086,56485
2020,"Texas","Information",11822,198521,20414871464,1978,102835
2020,"Texas","Financial activities",78940,778554,71998215803,1778,92477
2020,"Texas","Professional and business services",146639,1758991,142695242788,1560,81123
2020,"Texas","Education and health services",98681,1646144,85362593079,997,51856
2020,"Texas","Leisure and hospitality",66777,1178456,27105457859,442,23001
2020,"Texas","Other services",57936,310244,13667855363,847,44055
2020,"Texas","Unclassified",5865,5362,288686613,1035,53837
2020,"Utah","Natural resources and mining",1066,14648,963076030,1264,65747
2020,"Utah","Construction",12932,115416,6633371318,1105,57474
2020,"Utah","Manufacturing",4616,135571,8377793608,1188,61796
2020,"Utah","Trade, transportation, and utilities",20535,288623,14244278121,949,49353
2020,"Utah","Information",3177,37222,3609527635,1865,96974
2020,"Utah","Financial activities",12580,93379,7452153815,1535,79806
2020,"Utah","Professional and business services",25941,223284,15262612995,1315,68355
2020,"Utah","Education and health services",13463,193157,9321762490,928,48260
2020,"Utah","Leisure and hospitality",7766,133375,2878280175,415,21580
2020,"Utah","Other services",6849,35002,1383571216,760,39528
2020,"Utah","Unclassified",52,19,1575326,1601,83277
2020,"Vermont","Natural resources and mining",571,4095,168307223,790,41096
2020,"Vermont","Construction",2839,14269,786636060,1060,55130
2020,"Vermont","Manufacturing",1107,28176,1756835243,1199,62352
2020,"Vermont","Trade, transportation, and utilities",5003,49851,2278243173,879,45701
2020,"Vermont","Information",584,3961,271719644,1319,68605
2020,"Vermont","Financial activities",1719,11578,927804216,1541,80135
2020,"Vermont","Professional and business services",6346,28512,2122470738,1432,74442
2020,"Vermont","Education and health services",2516,58443,3084585655,1015,52779
2020,"Vermont","Leisure and hospitality",2220,25985,677368962,501,26068
2020,"Vermont","Other services",1995,7681,317256387,794,41304
2020,"Virginia","Natural resources and mining",2073,17603,856769255,936,48671
2020,"Virginia","Construction",21412,201137,12776447180,1222,63521
2020,"Virginia","Manufacturing",7023,232300,14857319980,1230,63958
2020,"Virginia","Trade, transportation, and utilities",42564,627729,30364090356,930,48371
2020,"Virginia","Information",4875,64840,7641288879,2266,117848
2020,"Virginia","Financial activities",22750,195671,19028295486,1870,97246
2020,"Virginia","Professional and business services",60099,752090,72234901649,1847,96046
2020,"Virginia","Education and health services",49705,492598,26658905317,1041,54119
2020,"Virginia","Leisure and hospitality",20954,322216,7293192192,435,22634
2020,"Virginia","Other services",29516,121622,6171624547,976,50744
2020,"Virginia","Unclassified",14100,22326,1137719355,980,50960
2020,"Washington","Natural resources and mining",6971,101358,3746614279,711,36964
2020,"Washington","Construction",27072,199964,13962760603,1343,69827
2020,"Washington","Manufacturing",7882,268553,22021285625,1577,82000
2020,"Washington","Trade, transportation, and utilities",38688,615415,45639126573,1426,74160
2020,"Washington","Information",5419,148556,35991082886,4659,242273
2020,"Washington","Financial activities",18828,147772,14138023337,1840,95674
2020,"Washington","Professional and business services",43094,415190,38313143730,1775,92279
2020,"Washington","Education and health services",74944,468495,26021842796,1068,55544
2020,"Washington","Leisure and hospitality",20710,255412,6808633152,513,26657
2020,"Washington","Other services",20259,89105,4160415890,898,46691
2020,"Washington","Unclassified",59,24,692731,555,28864
2020,"West Virginia","Natural resources and mining",1117,18455,1440559891,1501,78059
2020,"West Virginia","Construction",4300,29583,1789456548,1163,60489
2020,"West Virginia","Manufacturing",1261,44429,2770519311,1199,62359
2020,"West Virginia","Trade, transportation, and utilities",10611,118677,4994575349,809,42085
2020,"West Virginia","Information",825,7215,418902435,1117,58063
2020,"West Virginia","Financial activities",4042,24190,1373103540,1092,56764
2020,"West Virginia","Professional and business services",8599,65715,3519494582,1030,53557
2020,"West Virginia","Education and health services",8500,124604,6304572071,973,50597
2020,"West Virginia","Leisure and hospitality",4602,61253,1160437991,364,18945
2020,"West Virginia","Other services",3442,15621,558584090,688,35759
2020,"West Virginia","Unclassified",75,143,7511418,1011,52589
2020,"Wisconsin","Natural resources and mining",2872,30781,1290577164,806,41928
2020,"Wisconsin","Construction",14760,123846,8226173326,1277,66423
2020,"Wisconsin","Manufacturing",9214,458262,27972004062,1174,61039
2020,"Wisconsin","Trade, transportation, and utilities",35812,517930,23392306846,869,45165
2020,"Wisconsin","Information",2400,44846,3961487787,1699,88336
2020,"Wisconsin","Financial activities",14688,148829,11976309766,1548,80470
2020,"Wisconsin","Professional and business services",27048,309780,20834020461,1293,67254
2020,"Wisconsin","Education and health services",31125,427152,22636265076,1019,52993
2020,"Wisconsin","Leisure and hospitality",16783,227495,4430062495,374,19473
2020,"Wisconsin","Other services",13143,74028,2669323506,693,36058
2020,"Wisconsin","Unclassified",2786,2677,128676559,924,48069
2020,"Wyoming","Natural resources and mining",1440,19091,1585744599,1597,83063
2020,"Wyoming","Construction",3478,21200,1200780670,1089,56640
2020,"Wyoming","Manufacturing",620,9580,673549633,1352,70308
2020,"Wyoming","Trade, transportation, and utilities",4840,48509,2177048353,863,44879
2020,"Wyoming","Information",428,3000,162918146,1044,54299
2020,"Wyoming","Financial activities",2353,10919,704072518,1240,64480
2020,"Wyoming","Professional and business services",4986,18382,1107206218,1158,60233
2020,"Wyoming","Education and health services",3485,26942,1248320526,891,46334
2020,"Wyoming","Leisure and hospitality",2418,32312,744488845,443,23041
2020,"Wyoming","Other services",1669,6769,272465582,774,40253
2020,"Wyoming","Unclassified",112,119,10970122,1768,91928
