"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2007,"Rhode Island","Unclassified",183,149,5039530,650,33785
2007,"South Carolina","Natural resources and mining",1215,13509,402677826,573,29808
2007,"South Carolina","Construction",14994,124946,4885969539,752,39105
2007,"South Carolina","Manufacturing",4878,249452,11218843304,865,44974
2007,"South Carolina","Trade, transportation, and utilities",29539,376083,12162934901,622,32341
2007,"South Carolina","Information",1433,27767,1314161550,910,47328
2007,"South Carolina","Financial activities",11834,100414,4683664855,897,46643
2007,"South Carolina","Professional and business services",18778,226083,8786348951,747,38863
2007,"South Carolina","Education and health services",9029,177164,6444101602,699,36374
2007,"South Carolina","Leisure and hospitality",10330,217065,3137066849,278,14452
2007,"South Carolina","Other services",10460,49665,1237117266,479,24909
2007,"South Carolina","Unclassified",820,1423,47394278,641,33314
2007,"South Dakota","Natural resources and mining",572,4363,136934865,604,31382
2007,"South Dakota","Construction",3721,22197,795910583,690,35857
2007,"South Dakota","Manufacturing",1088,41932,1555227100,713,37089
2007,"South Dakota","Trade, transportation, and utilities",7656,80311,2334956752,559,29074
2007,"South Dakota","Information",485,7154,275621157,741,38527
2007,"South Dakota","Financial activities",2962,30489,1227350001,774,40255
2007,"South Dakota","Professional and business services",3816,27581,1019636417,711,36969
2007,"South Dakota","Education and health services",2403,55058,1992471439,696,36189
2007,"South Dakota","Leisure and hospitality",3022,43069,515035069,230,11958
2007,"South Dakota","Other services",2093,10504,238443451,437,22701
2007,"Tennessee","Natural resources and mining",942,10841,399113820,708,36814
2007,"Tennessee","Construction",13375,133224,5686050927,821,42680
2007,"Tennessee","Manufacturing",7304,380077,17641870786,893,46417
2007,"Tennessee","Trade, transportation, and utilities",37993,606954,22435409981,711,36964
2007,"Tennessee","Information",2390,49077,2543309581,997,51823
2007,"Tennessee","Financial activities",14339,143380,8107656112,1087,56547
2007,"Tennessee","Professional and business services",22428,322796,13603579485,810,42143
2007,"Tennessee","Education and health services",13517,340484,14161490001,800,41592
2007,"Tennessee","Leisure and hospitality",12574,276314,4882803438,340,17671
2007,"Tennessee","Other services",11897,70552,1882245792,513,26679
2007,"Tennessee","Unclassified",743,1956,96725350,951,49453
2007,"Texas","Natural resources and mining",17773,267731,23896431192,1716,89255
2007,"Texas","Construction",46535,647299,30198489277,897,46653
2007,"Texas","Manufacturing",24309,934906,56196469763,1156,60109
2007,"Texas","Trade, transportation, and utilities",132319,2097802,86804920029,796,41379
2007,"Texas","Information",9800,221357,14311984716,1243,64656
2007,"Texas","Financial activities",60955,634638,38378341330,1163,60473
2007,"Texas","Professional and business services",98040,1294521,69372035150,1031,53589
2007,"Texas","Education and health services",57002,1158327,44283347807,735,38230
2007,"Texas","Leisure and hospitality",46947,980733,16677752242,327,17005
2007,"Texas","Other services",54051,287162,8073606277,541,28115
2007,"Texas","Unclassified",4878,7291,305631025,806,41918
2007,"Utah","Natural resources and mining",903,15563,865135206,1069,55591
2007,"Utah","Construction",13217,103450,3893446317,724,37636
2007,"Utah","Manufacturing",3861,126858,5596814899,848,44119
2007,"Utah","Trade, transportation, and utilities",17604,243255,8524375427,674,35043
2007,"Utah","Information",1707,31222,1467298835,904,46996
2007,"Utah","Financial activities",10972,74739,3506944565,902,46923
2007,"Utah","Professional and business services",15571,158982,6728565576,814,42323
2007,"Utah","Education and health services",7279,126353,4478359931,682,35443
2007,"Utah","Leisure and hospitality",5649,112763,1702241670,290,15096
2007,"Utah","Other services",6042,31006,786220385,488,25357
2007,"Utah","Unclassified",118,140,6208583,853,44373
2007,"Vermont","Natural resources and mining",422,3085,95195432,593,30860
2007,"Vermont","Construction",3219,16853,674140073,769,40002
2007,"Vermont","Manufacturing",1140,35916,1768276549,947,49234
2007,"Vermont","Trade, transportation, and utilities",5599,59059,1887380548,615,31958
2007,"Vermont","Information",508,5932,256143970,830,43182
2007,"Vermont","Financial activities",1810,12902,696020299,1037,53946
2007,"Vermont","Professional and business services",4089,22334,1032475957,889,46229
2007,"Vermont","Education and health services",2252,53570,1916570530,688,35777
2007,"Vermont","Leisure and hospitality",2204,32855,575936823,337,17530
2007,"Vermont","Other services",2026,8970,237005850,508,26422
2007,"Virginia","Natural resources and mining",1977,21543,824062518,736,38252
2007,"Virginia","Construction",27160,240247,10525922790,843,43813
2007,"Virginia","Manufacturing",6111,278749,13332183520,920,47829
2007,"Virginia","Trade, transportation, and utilities",46232,662848,23396178468,679,35296
2007,"Virginia","Information",3921,90882,6797688503,1438,74797
2007,"Virginia","Financial activities",21593,190391,11854483229,1197,62264
2007,"Virginia","Professional and business services",46286,647658,43788768201,1300,67611
2007,"Virginia","Education and health services",21484,391662,15825890819,777,40407
2007,"Virginia","Leisure and hospitality",17355,345181,5753018303,321,16667
2007,"Virginia","Other services",23715,128512,4416121099,661,34363
2007,"Virginia","Unclassified",3407,5420,218829523,776,40371
2007,"Washington","Natural resources and mining",8060,87751,2159983834,473,24615
2007,"Washington","Construction",25179,194476,9098519456,900,46785
2007,"Washington","Manufacturing",7488,289269,17237166005,1146,59589
2007,"Washington","Trade, transportation, and utilities",38317,536934,21015454318,753,39140
2007,"Washington","Information",3280,101996,9816962124,1851,96248
2007,"Washington","Financial activities",17859,151774,8949137557,1134,58963
2007,"Washington","Professional and business services",27864,336213,19101872357,1093,56815
2007,"Washington","Education and health services",17654,328215,12724557409,746,38769
2007,"Washington","Leisure and hospitality",17435,275724,4946981721,345,17942
2007,"Washington","Other services",50256,114637,2796945482,469,24398
2007,"Washington","Unclassified",16,5,274925,1154,59984
2007,"West Virginia","Natural resources and mining",1370,29567,1792950803,1166,60641
2007,"West Virginia","Construction",5516,38994,1560564328,770,40021
2007,"West Virginia","Manufacturing",1493,59128,2706204589,880,45769
2007,"West Virginia","Trade, transportation, and utilities",11819,139907,4197255664,577,30000
2007,"West Virginia","Information",692,11415,457780230,771,40104
2007,"West Virginia","Financial activities",4086,28552,1034260319,697,36224
2007,"West Virginia","Professional and business services",6175,60908,2076976114,656,34100
2007,"West Virginia","Education and health services",4985,107669,3656989587,653,33965
2007,"West Virginia","Leisure and hospitality",4434,71718,966576000,259,13477
2007,"West Virginia","Other services",3906,21514,514112026,460,23897
2007,"West Virginia","Unclassified",360,403,17738509,846,44016
2007,"Wisconsin","Natural resources and mining",2213,22684,662164358,561,29191
2007,"Wisconsin","Construction",17067,126014,5992225907,914,47552
2007,"Wisconsin","Manufacturing",10127,501017,23602982243,906,47110
2007,"Wisconsin","Trade, transportation, and utilities",35247,543456,17488392117,619,32180
2007,"Wisconsin","Information",2184,50155,2466937032,946,49186
2007,"Wisconsin","Financial activities",13255,159021,8085964797,978,50848
2007,"Wisconsin","Professional and business services",20922,278703,12356428893,853,44335
2007,"Wisconsin","Education and health services",13139,367075,14370952426,753,39150
2007,"Wisconsin","Leisure and hospitality",15900,261937,3438851402,252,13129
2007,"Wisconsin","Other services",15409,86049,1894184296,423,22013
2007,"Wisconsin","Unclassified",6632,5105,202741901,764,39713
2007,"Wyoming","Natural resources and mining",1517,29637,2034403244,1320,68645
2007,"Wyoming","Construction",3841,26551,1189877768,862,44815
2007,"Wyoming","Manufacturing",656,10178,465760891,880,45763
2007,"Wyoming","Trade, transportation, and utilities",5028,52440,1773444853,650,33819
2007,"Wyoming","Information",380,4020,145789101,697,36267
2007,"Wyoming","Financial activities",2131,11400,485496104,819,42586
2007,"Wyoming","Professional and business services",3722,18383,746783646,781,40623
2007,"Wyoming","Education and health services",1796,22308,780642887,673,34994
2007,"Wyoming","Leisure and hospitality",2201,33431,533977638,307,15972
2007,"Wyoming","Other services",1658,8492,261464223,592,30791
